[84, array([0.5476, 0.0153]), array([0.5469, 0.0125]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54704762, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54719524, 0.0125    ]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54734286, 0.0125    ]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54749048, 0.0125    ]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.5476381, 0.0125   ]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54778571, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54793333, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54808095, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54822857, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54837619, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54852381, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54867143, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54881905, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54896667, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54911429, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.5492619, 0.0125   ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54940952, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54955714, 0.0125    ]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54970476, 0.0125    ]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54985238, 0.0125    ]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.55  , 0.0125]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.5469    , 0.01264762]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54704762, 0.01264762]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54719524, 0.01264762]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54734286, 0.01264762]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.54749048, 0.01264762]), 0.7854, 0.0]
[84, array([0.5476, 0.0153]), array([0.5476381 , 0.01264762]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54778571, 0.01264762]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54793333, 0.01264762]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54808095, 0.01264762]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54822857, 0.01264762]), 0.7854, 1.0]
[84, array([0.5476, 0.0153]), array([0.54837619, 0.01264762]), 0.7854, 1.0]
